File,N.sentences,N.words,N.syllables,Words.Per.Sentence,Syllables.Per.Word,Grade.Score
12871.txt,59,1210,1844,20.508474576271187,1.5239669421487603,10.186030256338423
1966.txt,37,463,687,12.513513513513514,1.4838012958963283,6.673990426711811
7126.txt,43,485,696,11.279069767441861,1.4350515463917526,5.629654759050592
3426.txt,29,450,718,15.517241379310345,1.5955555555555556,9.134107279693492
2076.txt,99,1928,2857,19.474747474747474,1.4818464730290457,9.296192422146781
8229.txt,49,508,806,10.36734693877551,1.5866141732283465,7.071639080829183
4375.txt,34,631,1033,18.558823529411764,1.6370839936608559,10.779944066374572
7697.txt,42,751,1122,17.88095238095238,1.4940079893475366,8.834056179062838
5645.txt,44,419,575,9.522727272727273,1.3723150357995226,4.221953786070731
2894.txt,36,730,1133,20.27777777777778,1.5520547945205478,10.429802130898022
9719.txt,34,589,879,17.323529411764707,1.4923599320882852,8.602788375112354
4573.txt,41,443,617,10.804878048780488,1.3927765237020315,4.950616638220559
14186.txt,59,841,1314,14.254237288135593,1.5624256837098691,8.263233237267979
6628.txt,43,504,797,11.720930232558139,1.5813492063492063,7.523874123292728
3036.txt,37,291,384,7.864864864864865,1.3195876288659794,2.9697826692672074
6600.txt,43,1025,1742,23.837209302325583,1.6995121951219512,13.522383437322748
14347.txt,33,545,795,16.515151515151516,1.4587155963302751,7.898601612454826
6614.txt,33,571,913,17.303030303030305,1.5989492119089317,9.852752215676912
4765.txt,55,802,1125,14.581818181818182,1.4027431421446384,6.50345998639764
12911.txt,53,558,718,10.528301886792454,1.2867383512544803,3.594267261784001
2499.txt,48,419,611,8.729166666666666,1.458233890214797,4.934243237867939
4942.txt,51,1290,2143,25.294117647058822,1.6612403100775195,13.624400364797086
2473.txt,57,601,889,10.543859649122806,1.4792013311148087,5.87124237382141
7279.txt,58,666,931,11.482758620689655,1.397897897897898,5.268643471057267
11558.txt,54,728,1103,13.481481481481481,1.51510989010989,7.411259666259667
4770.txt,49,609,822,12.428571428571429,1.3497536945812807,5.059950738916257
4980.txt,28,693,1109,24.75,1.6002886002886003,12.698405483405484
3037.txt,50,608,891,12.16,1.4654605263157894,6.323234210526316
11564.txt,49,1142,1776,23.306122448979593,1.5551663747810858,11.617289753029059
7523.txt,68,1320,1984,19.41176470588235,1.503030303030303,9.522228163992867
613.txt,50,654,937,13.08,1.4327217125382263,6.28651620795107
2671.txt,52,877,1421,16.865384615384617,1.6202964652223488,9.93834444346987
4200.txt,52,950,1555,18.26923076923077,1.6368421052631579,10.667044534412959
7709.txt,32,578,916,18.0625,1.5847750865051904,9.974096020761248
6417.txt,43,373,549,8.674418604651162,1.4718498659517427,5.07410748799801
10322.txt,51,972,1380,19.058823529411764,1.4197530864197532,8.40543936092956
4214.txt,53,809,1215,15.264150943396226,1.5018541409147095,7.932256221284138
1422.txt,73,870,1215,11.917808219178083,1.396551724137931,5.418077468115261
8228.txt,37,719,1210,19.43243243243243,1.682892906815021,11.652460624741572
13987.txt,53,997,1573,18.81132075471698,1.5777331995987964,10.17555364205825
